,날짜,회사명,시가($),최고가($),최저가($),종가($),거래량
592,2021-12-30,nvidia,297.8455,304.1366,294.9796,295.4390,30886422
593,2021-12-29,nvidia,302.2942,305.0453,293.2421,299.5830,34313928
594,2021-12-28,nvidia,312.6744,312.8541,299.6910,302.7885,42059121
595,2021-12-27,nvidia,296.1779,310.4226,295.9782,309.0096,40368587
596,2021-12-23,nvidia,297.1265,300.1622,293.8913,295.9782,34302174
597,2021-12-22,nvidia,288.4988,295.1294,284.0851,293.5816,39518438
598,2021-12-21,nvidia,283.3362,290.7856,273.6200,290.3362,52438494
599,2021-12-20,nvidia,272.6614,281.0395,271.0637,276.7955,46184676
600,2021-12-17,nvidia,279.4517,288.8084,277.2049,277.6144,71662239
601,2021-12-16,nvidia,311.0767,311.1566,280.5302,283.4660,70736595
602,2021-12-15,nvidia,283.5958,304.5659,277.9838,304.1565,69829688
603,2021-12-14,nvidia,276.5958,286.3719,272.1122,282.9667,66703537
604,2021-12-13,nvidia,302.0595,302.5089,280.7599,281.2092,59834366
605,2021-12-10,nvidia,311.0567,312.6045,298.1850,301.5502,48882509
606,2021-12-09,nvidia,316.8884,321.5917,303.8470,304.4661,48850716
607,2021-12-08,nvidia,319.5346,322.4405,313.7629,317.8071,47555145
608,2021-12-07,nvidia,309.1294,324.0282,306.0738,323.8085,59305348
609,2021-12-06,nvidia,298.3748,301.9796,279.9810,299.9425,65893845
610,2021-12-03,nvidia,319.5446,320.8328,300.8712,306.4932,54432505
611,2021-12-02,nvidia,311.6958,324.3177,309.8085,320.8028,47289033
612,2021-12-01,nvidia,331.7219,332.4197,313.3534,313.9026,48580204
613,2021-11-30,nvidia,331.1776,333.0147,318.1478,326.2552,62206647
614,2021-11-29,nvidia,323.1600,333.6038,319.8651,333.2444,45496398
615,2021-11-26,nvidia,325.4963,326.5946,313.0157,314.5433,28306886
616,2021-11-24,nvidia,314.1239,328.0424,308.8022,326.2352,43516226
617,2021-11-23,nvidia,314.8628,323.1001,308.3229,316.9695,53216270
618,2021-11-22,nvidia,334.6522,345.9347,318.5072,319.0663,75433524
619,2021-11-19,nvidia,321.9319,330.3688,318.5571,329.3404,53386665
620,2021-11-18,nvidia,323.1699,327.0939,312.7261,316.2606,78171075
621,2021-11-17,nvidia,303.7101,304.6186,287.5551,292.1579,42850799
622,2021-11-16,nvidia,297.1302,303.4305,296.5998,301.5634,26448367
623,2021-11-15,nvidia,305.0480,305.9666,292.0181,299.7861,38490900
624,2021-11-12,nvidia,299.6364,306.3260,295.8422,303.4305,41305428
625,2021-11-11,nvidia,304.2093,305.4274,297.3101,303.4305,33217211
626,2021-11-10,nvidia,293.1065,308.0234,287.3354,294.1349,63620572
627,2021-11-09,nvidia,322.3213,322.6008,299.1771,306.0964,64674621
628,2021-11-08,nvidia,301.0242,310.5195,298.6080,307.5641,50310093
629,2021-11-05,nvidia,301.4036,313.5149,293.6456,297.0603,85126015
630,2021-11-04,nvidia,271.8693,313.1654,270.7610,297.5496,115363115
631,2021-11-03,nvidia,266.2880,267.4262,261.9447,265.5691,23991033
632,2021-11-02,nvidia,257.8211,266.3678,257.6014,263.6021,29411239
633,2021-11-01,nvidia,256.0937,258.5399,251.8803,257.8710,26573976
634,2021-10-29,nvidia,249.6188,256.6928,249.6138,255.2750,29250284
635,2021-10-28,nvidia,248.3956,249.1145,244.8511,249.0247,23420431
636,2021-10-27,nvidia,244.3619,250.5124,242.4450,244.1322,24598989
637,2021-10-26,nvidia,239.5194,252.1998,238.8704,246.7881,48589830
638,2021-10-25,nvidia,229.3751,233.1891,227.3482,231.3021,23023483
639,2021-10-22,nvidia,227.8774,230.9427,225.2614,226.9089,24938379
640,2021-10-21,nvidia,220.6286,226.7591,220.4888,226.5694,18759032
641,2021-10-20,nvidia,222.7004,223.9834,219.4804,220.6885,14627594
642,2021-10-19,nvidia,222.4158,223.4443,220.0295,222.5556,16147329
643,2021-10-18,nvidia,217.1540,222.5656,216.1056,221.8767,18949356
644,2021-10-15,nvidia,217.7630,218.9712,216.2853,218.2822,22699401
645,2021-10-14,nvidia,212.5511,217.2139,210.8938,217.1240,24358881
646,2021-10-13,nvidia,208.8568,209.5757,206.8100,209.0665,18065188
647,2021-10-12,nvidia,207.9532,210.2447,204.9629,206.3906,16213354
648,2021-10-11,nvidia,205.4321,210.3046,204.7931,206.6303,16338754
649,2021-10-08,nvidia,210.6840,211.7324,207.4290,207.9882,15125791
650,2021-10-07,nvidia,210.5941,212.8906,209.3960,210.4244,25691893
651,2021-10-06,nvidia,200.8892,206.8799,200.4898,206.6802,29720175
652,2021-10-05,nvidia,199.1918,206.1610,198.2333,204.1940,27928165
653,2021-10-04,nvidia,204.7232,205.1005,195.2479,197.0151,34563497
654,2021-10-01,nvidia,207.1794,208.2677,201.7179,207.0995,24097796
655,2021-09-30,nvidia,207.3631,210.3345,206.5604,206.8399,22100912
656,2021-09-29,nvidia,209.0715,209.8453,204.3538,204.8530,21839363
657,2021-09-28,nvidia,211.8073,213.8591,206.1910,206.6702,34306895
658,2021-09-27,nvidia,216.7681,217.6532,212.9205,216.2654,24521514
659,2021-09-24,nvidia,220.3590,221.1478,218.2723,220.4689,21765545
660,2021-09-23,nvidia,221.0579,224.9969,218.5618,224.4727,24855491
661,2021-09-22,nvidia,213.3249,219.2607,211.6325,219.0710,26872556
662,2021-09-21,nvidia,213.8341,213.9190,209.1763,212.1318,20468810
663,2021-09-20,nvidia,211.1333,213.9989,206.3008,210.8038,34944045
664,2021-09-17,nvidia,222.6555,222.8652,217.9627,218.6617,29450284
665,2021-09-16,nvidia,221.4918,222.4258,218.9312,222.0764,15603344
666,2021-09-15,nvidia,222.7453,223.3243,219.3206,223.0648,16653801
667,2021-09-14,nvidia,222.4059,223.7538,220.5188,222.0764,19975460
668,2021-09-13,nvidia,226.4895,229.2852,218.2423,221.1778,29749990
669,2021-09-10,nvidia,223.1378,225.9104,222.3559,224.4327,24837574
670,2021-09-09,nvidia,222.7753,225.0318,220.9681,221.4274,19685601
671,2021-09-08,nvidia,224.7822,225.7507,219.4305,223.0449,25443421
672,2021-09-07,nvidia,227.9772,228.6362,224.8760,226.2699,19810716
673,2021-09-03,nvidia,222.9051,229.5049,221.6570,228.0771,28083198
674,2021-09-02,nvidia,224.8321,225.5808,222.6006,223.6140,18810957
675,2021-09-01,nvidia,224.5026,226.6193,223.2196,224.0633,20176695
676,2021-08-31,nvidia,226.5994,226.5994,220.8583,223.5042,25984968
677,2021-08-30,nvidia,227.9069,230.0335,225.1220,226.4896,26257990
678,2021-08-27,nvidia,221.4583,226.8290,221.2886,225.9705,30472219
679,2021-08-26,nvidia,221.6180,223.0156,217.5251,220.3003,23794042
680,2021-08-25,nvidia,216.9960,224.3134,216.8462,221.7478,34770104
681,2021-08-24,nvidia,217.1557,219.2122,214.9795,217.5550,29729892
682,2021-08-23,nvidia,209.3492,219.5915,209.1395,219.2022,57580658
683,2021-08-20,nvidia,199.5660,208.2916,198.9870,207.8018,67574131
684,2021-08-19,nvidia,194.6046,204.5973,187.2972,197.6393,76655477
685,2021-08-18,nvidia,194.6645,195.9987,189.6731,190.0724,28591348
686,2021-08-17,nvidia,196.5113,197.3598,192.3385,194.2452,20458485
687,2021-08-16,nvidia,201.0035,202.5209,194.1953,199.1567,21115280
688,2021-08-13,nvidia,198.7075,201.7903,198.1684,201.5326,18306286
689,2021-08-12,nvidia,198.3581,199.9453,195.8624,198.7075,15186155
690,2021-08-11,nvidia,200.0851,200.1450,193.9657,196.6510,18592484
691,2021-08-10,nvidia,202.8703,203.9485,198.0041,199.0170,17923778
692,2021-08-09,nvidia,204.1082,204.7270,201.0834,202.6008,14644310
693,2021-08-06,nvidia,204.8868,205.3461,201.7523,203.3096,17849661
694,2021-08-05,nvidia,204.6473,206.9733,203.0700,206.0149,21143537
695,2021-08-04,nvidia,199.5560,202.8304,197.9388,202.3911,23130940
696,2021-08-03,nvidia,197.0603,201.8720,191.8693,197.8090,30181074
697,2021-08-02,nvidia,196.6610,199.2665,193.2769,197.1602,21744397
698,2021-07-30,nvidia,193.8459,195.9622,192.2985,194.6545,18349746
699,2021-07-29,nvidia,194.8541,198.1884,192.9477,196.2817,19078088
700,2021-07-28,nvidia,192.8596,196.1220,189.6232,194.6944,20219115
701,2021-07-27,nvidia,192.3185,195.8824,187.0875,191.7495,24886258
702,2021-07-26,nvidia,192.7777,194.0855,188.8146,192.6080,20394316
703,2021-07-23,nvidia,196.2253,196.6610,192.1688,195.2435,19567198
704,2021-07-22,nvidia,196.0820,198.5278,192.4283,195.6028,32382595
705,2021-07-21,nvidia,188.4951,194.9340,187.0975,193.7660,37101736
706,2021-07-20,nvidia,186.9777,188.0559,181.3275,185.7997,43468654
707,2021-07-19,nvidia,178.8442,190.0923,178.3476,187.4744,18726469
708,2021-07-16,nvidia,189.9775,191.2415,180.4190,181.2975,17205566
709,2021-07-15,nvidia,197.7766,198.1285,188.2605,189.3362,13764113
710,2021-07-14,nvidia,203.2272,203.8262,197.1876,198.0736,9502480
711,2021-07-13,nvidia,203.6540,204.2604,200.7939,202.1516,7267658
712,2021-07-12,nvidia,202.0517,204.9742,201.5301,204.7720,8049619
713,2021-07-09,nvidia,199.2815,200.4557,197.2026,200.1575,7415567
714,2021-07-08,nvidia,198.2233,200.9836,196.6685,198.6850,12582492
715,2021-07-07,nvidia,208.1762,208.3908,202.9706,203.3670,10460682
716,2021-07-06,nvidia,207.0182,208.0614,203.1523,206.6288,11167687
717,2021-07-02,nvidia,204.0495,204.6997,202.5284,204.5175,8584917
718,2021-07-01,nvidia,200.9037,204.2080,199.8455,201.7722,12003374
719,2021-06-30,nvidia,199.6471,201.2781,198.2957,199.6808,8164154
720,2021-06-29,nvidia,198.4829,200.6417,196.2305,199.9229,9190846
721,2021-06-28,nvidia,193.2794,200.4420,192.8576,199.5061,12385914
722,2021-06-25,nvidia,192.4732,193.1221,188.6186,189.9825,6959148
723,2021-06-24,nvidia,191.9467,193.8658,190.5541,191.7245,8023060
724,2021-06-23,nvidia,189.7504,191.1979,188.7522,190.2446,8308926
725,2021-06-22,nvidia,184.3972,189.3112,183.5424,188.5425,14503639
726,2021-06-21,nvidia,184.0353,185.0460,177.9198,183.9554,16809554
727,2021-06-18,nvidia,187.5168,193.4166,185.5202,186.0668,24221357
728,2021-06-17,nvidia,177.4398,188.0259,177.2570,186.2515,20241372
729,2021-06-16,nvidia,177.6014,179.2378,175.5417,177.7960,7678065
730,2021-06-15,nvidia,178.8417,179.8525,176.9745,177.5789,6075761
731,2021-06-14,nvidia,178.7519,180.0846,176.3236,179.8775,8034357
732,2021-06-11,nvidia,174.4942,179.0836,174.1373,177.9458,10407691
733,2021-06-10,nvidia,173.2015,174.6190,171.4645,173.9502,7194261
734,2021-06-09,nvidia,174.8561,175.4476,172.2606,173.2838,9541437
735,2021-06-08,nvidia,174.9308,175.8724,172.1737,174.2297,8096169
736,2021-06-07,nvidia,175.3689,177.7778,171.5924,175.8466,14393873
737,2021-06-04,nvidia,170.7914,176.2657,170.6218,175.4398,15428007
738,2021-06-03,nvidia,166.6820,172.2536,165.5067,169.3667,14500170
739,2021-06-02,nvidia,162.2057,168.8589,162.0385,167.4554,14854189
740,2021-06-01,nvidia,162.3829,163.5618,158.7225,162.3280,11820075
741,2021-05-28,nvidia,154.7078,162.4575,154.7078,162.1283,16113390
742,2021-05-27,nvidia,156.6915,157.1930,154.2986,154.5781,14536880
743,2021-05-26,nvidia,157.0358,157.6296,155.5587,156.6940,9260966
744,2021-05-25,nvidia,157.3527,157.8766,154.5232,156.1725,10885172
745,2021-05-24,nvidia,151.8285,157.1431,151.4642,155.8157,13870405
746,2021-05-21,nvidia,151.3419,151.9233,148.4041,149.6253,16824800
747,2021-05-20,nvidia,142.7462,146.5516,142.4268,145.8402,8039798
748,2021-05-19,nvidia,135.4005,140.5205,135.1685,140.3833,8599984
749,2021-05-18,nvidia,142.3919,143.7617,139.7670,139.8843,4656356
750,2021-05-17,nvidia,141.2940,141.4163,138.2650,141.3789,5424521
751,2021-05-14,nvidia,138.6292,143.0018,137.2170,142.1524,6465375
752,2021-05-13,nvidia,140.0639,140.5330,134.3276,136.3861,7143187
753,2021-05-12,nvidia,139.8219,142.3245,136.8253,137.3168,7585233
754,2021-05-11,nvidia,137.9805,143.2677,137.2320,142.7836,7139634
755,2021-05-10,nvidia,147.5843,147.7714,142.2222,142.3794,6722595
756,2021-05-07,nvidia,147.7938,149.4157,146.4311,147.8338,5733183
757,2021-05-06,nvidia,144.6699,145.4285,141.9037,144.9469,4834523
758,2021-05-05,nvidia,146.8033,147.8462,143.5945,144.3032,7300576
759,2021-05-04,nvidia,146.0872,146.0897,139.8294,143.2328,10133120
760,2021-05-03,nvidia,150.9552,152.1703,147.5867,148.0783,5097796
761,2021-04-30,nvidia,151.4492,153.3505,149.6777,149.8024,5047752
762,2021-04-29,nvidia,153.6998,154.0641,150.4212,152.9488,4329912
763,2021-04-28,nvidia,153.3455,155.0197,151.8586,152.4697,5235405
764,2021-04-27,nvidia,155.4813,156.3995,153.2457,153.5177,4114325
765,2021-04-26,nvidia,151.5544,154.4883,150.9552,154.4783,4944927
766,2021-04-23,nvidia,149.0525,153.0498,148.7121,152.3549,5694305
767,2021-04-22,nvidia,153.4503,154.0847,147.5468,148.2130,6944657
768,2021-04-21,nvidia,150.8928,153.3255,150.7281,153.3056,5419426
769,2021-04-20,nvidia,152.9338,154.6679,149.3383,151.4168,8353326
770,2021-04-19,nvidia,155.0625,157.7669,152.0331,153.3181,10110452
771,2021-04-16,nvidia,160.2180,161.3424,158.3432,158.8148,8380189
772,2021-04-15,nvidia,156.3197,161.8254,156.0103,161.0579,14962017
773,2021-04-14,nvidia,155.9454,156.8982,151.9782,152.4722,9637548
774,2021-04-13,nvidia,152.0181,156.6940,150.9627,156.4894,16905297
775,2021-04-12,nvidia,142.6190,153.2257,141.1169,151.7935,21733050
776,2021-04-09,nvidia,141.8629,143.7991,141.4737,143.7193,4879272
777,2021-04-08,nvidia,142.2497,144.4329,142.2117,142.8909,6110373
778,2021-04-07,nvidia,138.5369,142.1573,136.8477,141.1593,6282109
779,2021-04-06,nvidia,139.7239,140.2673,137.4677,138.3448,4793649
780,2021-04-05,nvidia,138.4047,139.8665,137.0623,139.6023,6391785
781,2021-04-01,nvidia,135.4579,138.4296,134.8491,137.8483,7706865
782,2021-03-31,nvidia,129.9013,134.4424,129.5719,133.2223,7869438
783,2021-03-30,nvidia,128.1692,129.4996,126.8023,128.4666,5005062
784,2021-03-29,nvidia,127.9526,130.3704,126.7524,129.2301,6837997
785,2021-03-26,nvidia,125.3003,128.3119,123.4938,128.1422,9099224
786,2021-03-25,nvidia,124.7513,126.8997,122.4808,125.1082,7378614
787,2021-03-24,nvidia,131.2561,131.3347,126.1212,126.1836,6145963
788,2021-03-23,nvidia,132.2841,133.1849,129.9587,130.4527,5551152
789,2021-03-22,nvidia,128.8758,133.6839,128.8159,131.6055,7445077
790,2021-03-19,nvidia,127.2515,128.9631,125.8791,128.2071,7480174
791,2021-03-18,nvidia,131.1089,131.5830,126.9225,126.9770,7354702
792,2021-03-17,nvidia,130.1433,134.2703,129.6418,133.1524,6096605
793,2021-03-16,nvidia,133.3046,134.8616,130.9118,132.6534,6803240
794,2021-03-15,nvidia,128.3967,131.8101,127.4224,131.6554,5563011
795,2021-03-12,nvidia,126.2359,128.6363,125.6546,128.3094,6099099
796,2021-03-11,nvidia,129.2476,130.2082,127.0968,129.6817,7497857
797,2021-03-10,nvidia,128.1547,129.5470,124.3322,124.4395,9609414
798,2021-03-09,nvidia,121.0660,125.9216,120.3574,124.9584,13045638
799,2021-03-08,nvidia,124.2144,124.4265,115.3997,115.6666,13577792
800,2021-03-05,nvidia,125.2122,125.2122,116.5246,124.3292,13570971
801,2021-03-04,nvidia,127.7139,129.4524,120.5603,123.4188,14333629
802,2021-03-03,nvidia,133.9546,134.2065,127.6939,127.7538,9439757
803,2021-03-02,nvidia,138.6812,138.8857,133.6527,133.7550,6602853
804,2021-03-01,nvidia,138.4318,138.9306,135.2216,138.1000,8829575
805,2021-02-26,nvidia,137.2096,138.2272,133.3035,136.8304,12523260
806,2021-02-25,nvidia,140.1320,143.4178,131.8594,132.7698,20610901
807,2021-02-24,nvidia,140.9036,144.7348,137.2445,144.6574,11207977
808,2021-02-23,nvidia,140.4297,142.0609,133.5879,141.0956,9794483
809,2021-02-22,nvidia,147.4086,150.9854,142.9214,143.2282,8147139
810,2021-02-19,nvidia,149.9004,151.4219,148.1265,148.9226,6793103
811,2021-02-18,nvidia,146.9522,148.3914,145.4157,147.9499,5852020
812,2021-02-17,nvidia,151.3620,151.8860,147.4610,148.7181,6892467
813,2021-02-16,nvidia,150.2970,153.3724,149.1571,152.9509,8048988
814,2021-02-12,nvidia,150.1548,152.5607,147.4111,149.2693,9368937
815,2021-02-11,nvidia,149.4589,152.3722,148.9077,152.1577,11270693
816,2021-02-10,nvidia,144.3008,148.7081,143.0848,147.3039,12133808
817,2021-02-09,nvidia,143.0773,145.4980,141.8988,142.3054,7189003
818,2021-02-08,nvidia,136.9573,144.4055,136.9573,144.0563,10865571
819,2021-02-05,nvidia,136.9352,137.0574,135.1468,135.5983,4228841
820,2021-02-04,nvidia,134.9997,136.4214,133.0727,136.3291,5033462
821,2021-02-03,nvidia,136.0472,138.9980,134.8550,134.9947,6135232
822,2021-02-02,nvidia,133.6802,135.4087,132.5503,135.2566,5510957
823,2021-02-01,nvidia,130.2340,132.4031,128.7316,132.0664,5430108
824,2021-01-29,nvidia,130.4501,133.0417,128.8189,129.5996,6788801
825,2021-01-28,nvidia,129.6644,133.0915,129.3077,130.2107,5707899
826,2021-01-27,nvidia,131.9966,132.0240,127.6441,128.8812,9281821
827,2021-01-26,nvidia,135.4929,136.1345,133.5679,134.0443,4099510
828,2021-01-25,nvidia,137.5014,137.9678,132.0612,136.2193,6277779
829,2021-01-22,nvidia,137.0857,138.0998,135.9599,136.8105,6170464
830,2021-01-21,nvidia,133.8783,139.6725,132.2261,138.3569,8458490
831,2021-01-20,nvidia,130.8168,133.9970,130.2680,133.3509,6464272
832,2021-01-19,nvidia,129.8640,130.6395,128.1454,129.9538,5654672
833,2021-01-15,nvidia,131.9766,132.9469,128.1903,128.3001,6944532
834,2021-01-14,nvidia,135.4386,135.6856,131.5027,131.6997,7078007
835,2021-01-13,nvidia,134.5902,135.9375,133.5430,135.0071,5250711
836,2021-01-12,nvidia,137.2096,137.2295,133.1439,134.5382,7286943
837,2021-01-11,nvidia,133.8797,139.2898,133.3185,135.9026,12975720
838,2021-01-08,nvidia,133.3185,133.9021,130.1209,132.4630,7313215
839,2021-01-07,nvidia,129.3776,133.4707,128.5695,133.1339,11537037
840,2021-01-06,nvidia,131.9217,132.1462,125.5713,125.8557,14510575
841,2021-01-05,nvidia,130.6970,134.1267,130.5698,133.7400,8068998
842,2021-01-04,nvidia,130.7419,136.2118,129.3277,130.8342,14016045
