날짜,회사명,시가,최고가,최저가,종가,거래량
2023-09-08,AMD,107.0200$,109.7370$,105.7500$,106.0900$,46271558$
2023-09-08,NVIDIA,45.9320$,46.5959$,45.2612$,45.5621$,47389994$
2023-09-08,삼성전자,70200₩,70300₩,69600₩,70300₩,10688118₩
2023-09-08,SK하이닉스,117000₩,117100₩,112800₩,113700₩,4943255₩
2023-09-11,SK하이닉스,113700₩,116000₩,112900₩,115900₩,2542590₩
2023-09-11,AMD,107.3150$,107.5100$,103.0000$,105.3200$,50611285$
2023-09-11,삼성전자,70400₩,70800₩,70000₩,70800₩,11785462₩
2023-09-11,NVIDIA,46.1380$,46.1530$,44.3024$,45.1682$,47396555$
2023-09-12,삼성전자,70800₩,71000₩,70400₩,70500₩,11688599₩
2023-09-12,SK하이닉스,115400₩,117500₩,113900₩,116700₩,2749688₩
2023-09-12,NVIDIA,44.7283$,45.6631$,44.5213$,44.8603$,34925634$
2023-09-12,AMD,104.2000$,106.7400$,103.1800$,105.3100$,44413572$
2023-09-13,삼성전자,71100₩,71600₩,70300₩,70900₩,15955797₩
2023-09-13,AMD,105.1000$,108.7400$,104.8300$,107.7100$,44702254$
2023-09-13,NVIDIA,44.5903$,45.9200$,44.4933$,45.4751$,39835535$
2023-09-13,SK하이닉스,117900₩,120700₩,116900₩,118500₩,3860589₩
2023-09-14,NVIDIA,45.9400$,45.9770$,45.1212$,45.5711$,37009720$
2023-09-14,삼성전자,71200₩,71800₩,70800₩,71700₩,21041408₩
2023-09-14,SK하이닉스,118600₩,122200₩,118600₩,122200₩,3948784₩
2023-09-14,AMD,108.4300$,109.1494$,106.2212$,106.6300$,45920612$
2023-09-15,SK하이닉스,122900₩,124400₩,121600₩,122400₩,3579662₩
2023-09-15,삼성전자,71700₩,72300₩,71400₩,72000₩,17823512₩
2023-09-15,NVIDIA,45.3312$,45.5891$,43.7985$,43.8905$,50683051$
2023-09-15,AMD,106.0700$,106.7600$,101.2800$,101.4900$,71103616$
2023-09-18,삼성전자,71300₩,71700₩,70200₩,70200₩,16040727₩
2023-09-18,AMD,100.8150$,102.9900$,99.4500$,102.3700$,49061310$
2023-09-18,NVIDIA,42.7387$,44.2324$,41.9909$,43.9565$,50027079$
2023-09-18,SK하이닉스,120300₩,122900₩,118800₩,119000₩,2356621₩
2023-09-19,AMD,101.7500$,102.8582$,100.7000$,101.6100$,41704110$
2023-09-19,NVIDIA,43.8235$,43.9565$,42.9927$,43.5106$,37306424$
2023-09-19,SK하이닉스,119400₩,121300₩,118600₩,119200₩,1921912₩
2023-09-19,삼성전자,70400₩,70800₩,69600₩,69800₩,11820188₩
2023-09-20,SK하이닉스,118900₩,119700₩,116700₩,118000₩,2228681₩
2023-09-20,AMD,102.3600$,103.9400$,100.2800$,100.3400$,55180576$
2023-09-20,삼성전자,70000₩,70300₩,69500₩,69600₩,10873015₩
2023-09-20,NVIDIA,43.5905$,43.8935$,42.2138$,42.2298$,36710769$
2023-09-21,삼성전자,69200₩,69800₩,68800₩,68900₩,10796336₩
2023-09-21,AMD,98.6000$,98.8700$,95.8400$,96.1100$,59704335$
2023-09-21,NVIDIA,41.5740$,42.0909$,40.9711$,41.0081$,45073596$
2023-09-21,SK하이닉스,116000₩,116900₩,114100₩,116500₩,3151900₩
2023-09-22,SK하이닉스,114300₩,117300₩,114200₩,117300₩,2938386₩
2023-09-22,삼성전자,68300₩,68900₩,68300₩,68800₩,9897840₩
2023-09-22,AMD,96.9200$,98.4200$,95.6100$,96.2000$,52169395$
2023-09-22,NVIDIA,41.5630$,42.1059$,41.2221$,41.6010$,47923631$
2023-09-25,AMD,95.9500$,97.4500$,94.4600$,97.3800$,43223749$
2023-09-25,NVIDIA,41.5820$,42.5268$,41.1681$,42.2128$,41909096$
2023-09-25,SK하이닉스,115900₩,117700₩,115700₩,117000₩,2181722₩
2023-09-25,삼성전자,68500₩,69700₩,68500₩,69400₩,13582516₩
2023-09-26,AMD,96.5000$,97.8300$,95.2700$,95.9600$,42866460$
2023-09-26,NVIDIA,41.9919$,42.8107$,41.6460$,41.9019$,40228209$
2023-09-26,SK하이닉스,117000₩,117200₩,113300₩,115000₩,3237819₩
2023-09-26,삼성전자,70000₩,70000₩,68400₩,68600₩,13143470₩
2023-09-27,삼성전자,68600₩,69100₩,68200₩,68400₩,14886491₩
2023-09-27,SK하이닉스,113000₩,115200₩,112300₩,114700₩,3060751₩
2023-09-27,AMD,96.8200$,99.2300$,96.3500$,98.0700$,51261502$
2023-09-27,NVIDIA,42.3208$,42.8627$,41.6200$,42.4588$,44493520$
2023-09-28,NVIDIA,42.4508$,43.4369$,42.1059$,43.0797$,42466279$
2023-09-28,AMD,97.9400$,104.2000$,97.7600$,102.7600$,72542056$
2023-09-29,AMD,104.6900$,104.9400$,102.5600$,102.8200$,56078641$
2023-09-29,NVIDIA,43.8175$,44.1344$,43.2975$,43.4896$,39782993$
2023-10-02,AMD,102.2100$,103.7100$,101.7000$,103.2700$,45118574$
2023-10-02,NVIDIA,44.0204$,45.1652$,43.8515$,44.7723$,43329821$
2023-10-03,NVIDIA,44.7983$,45.1202$,43.2366$,43.5076$,47084954$
2023-10-03,AMD,101.7963$,103.2900$,99.1700$,100.0800$,48116980$
2023-10-04,SK하이닉스,113000₩,116600₩,113000₩,115400₩,4447702₩
2023-10-04,AMD,100.6500$,104.4000$,100.3400$,104.0700$,51023246$
2023-10-04,삼성전자,67400₩,67700₩,66700₩,67500₩,23361148₩
2023-10-04,NVIDIA,43.7325$,44.1334$,43.2826$,44.0314$,36182086$
2023-10-05,삼성전자,67300₩,67400₩,66700₩,66700₩,16108313₩
2023-10-05,NVIDIA,44.0404$,44.8903$,43.8785$,44.6783$,39348309$
2023-10-05,SK하이닉스,122900₩,122900₩,118100₩,120200₩,6112858₩
2023-10-05,AMD,103.4050$,103.7400$,100.2700$,102.9100$,51789731$
2023-10-06,SK하이닉스,120200₩,121600₩,119000₩,120400₩,4158083₩
2023-10-06,AMD,102.1600$,107.8700$,102.0300$,107.2400$,64864077$
2023-10-06,삼성전자,67100₩,67300₩,66000₩,66000₩,14386527₩
2023-10-06,NVIDIA,44.1834$,45.7791$,44.0164$,45.7521$,43443602$
2023-10-09,AMD,106.0100$,107.3100$,104.7900$,106.9700$,39593192$
2023-10-09,NVIDIA,44.8323$,45.5951$,44.3584$,45.2632$,40967472$
2023-10-10,SK하이닉스,122800₩,124300₩,119500₩,119500₩,5580659₩
2023-10-10,삼성전자,66200₩,67600₩,66200₩,66400₩,19889202₩
2023-10-10,AMD,107.4900$,110.1200$,106.4000$,109.0100$,57105529$
2023-10-10,NVIDIA,45.3002$,46.2490$,45.0782$,45.7881$,36858208$
2023-10-11,AMD,109.1400$,110.1000$,106.9300$,108.3100$,51085635$
2023-10-11,삼성전자,68600₩,69400₩,67900₩,68200₩,25209348₩
2023-10-11,SK하이닉스,123000₩,123900₩,119200₩,119200₩,4293299₩
2023-10-11,NVIDIA,46.1860$,46.8488$,46.0400$,46.7958$,37813689$
2023-10-12,삼성전자,68600₩,69700₩,68200₩,68900₩,19311380₩
2023-10-12,SK하이닉스,121100₩,124200₩,120500₩,124200₩,4016352₩
2023-10-12,AMD,108.4000$,111.3100$,107.5101$,108.7900$,60959430$
2023-10-12,NVIDIA,46.7669$,47.5987$,46.3199$,46.9348$,48132500$
2023-10-13,삼성전자,68000₩,68500₩,67700₩,68000₩,9724086₩
2023-10-13,AMD,108.6500$,108.9700$,104.7500$,105.0900$,52925932$
2023-10-13,SK하이닉스,123100₩,126300₩,122500₩,124700₩,3205273₩
2023-10-13,NVIDIA,46.9498$,47.1058$,45.2702$,45.4511$,47542599$
2023-10-16,AMD,105.4200$,107.4800$,105.0300$,106.4600$,42464511$
2023-10-16,SK하이닉스,124700₩,125200₩,122400₩,124100₩,3008476₩
2023-10-16,삼성전자,67900₩,68500₩,66800₩,67300₩,12599299₩
2023-10-16,NVIDIA,45.0532$,46.2150$,44.9023$,46.0850$,37509924$
2023-10-17,삼성전자,67700₩,69900₩,67400₩,69400₩,17299252₩
2023-10-17,NVIDIA,43.9905$,44.7443$,42.4708$,43.9285$,81233267$
2023-10-17,SK하이닉스,125000₩,130800₩,123500₩,130000₩,6411880₩
2023-10-17,AMD,103.5400$,106.2900$,101.6601$,105.1400$,49642114$
2023-10-18,삼성전자,68900₩,70500₩,68800₩,70500₩,16493184₩
2023-10-18,NVIDIA,42.5818$,43.2096$,41.8159$,42.1868$,62729434$
2023-10-18,AMD,103.3800$,104.7800$,101.7400$,102.1700$,50449952$
2023-10-18,SK하이닉스,128600₩,130700₩,127200₩,130000₩,4760148₩
2023-10-19,삼성전자,69700₩,70000₩,69400₩,69500₩,13985012₩
2023-10-19,SK하이닉스,127600₩,128900₩,125100₩,125700₩,5089745₩
2023-10-19,AMD,103.8100$,105.6000$,101.8400$,102.4000$,52734201$
2023-10-19,NVIDIA,42.8017$,43.2876$,41.8729$,42.0919$,50123308$
2023-10-20,AMD,102.2800$,104.3400$,101.4400$,101.8100$,61317927$
2023-10-20,NVIDIA,41.8809$,42.4608$,41.0691$,41.3780$,47726605$
2023-10-20,SK하이닉스,124300₩,127200₩,122800₩,126200₩,3868266₩
2023-10-20,삼성전자,68900₩,69200₩,68100₩,68800₩,15204495₩
2023-10-23,SK하이닉스,126800₩,127200₩,123500₩,124000₩,2432303₩
2023-10-23,NVIDIA,41.2201$,43.2386$,40.9361$,42.9657$,47853049$
2023-10-23,AMD,100.8120$,102.4200$,99.3150$,100.0100$,50817440$
2023-10-23,삼성전자,68700₩,69100₩,68200₩,68400₩,11625959₩
2023-10-24,AMD,100.9700$,101.7899$,99.3800$,101.6700$,51982918$
2023-10-24,삼성전자,68700₩,68800₩,67700₩,68500₩,12791710₩
2023-10-24,SK하이닉스,125400₩,127000₩,123900₩,126800₩,2802010₩
2023-10-24,NVIDIA,43.0677$,43.6875$,42.6817$,43.6535$,40146337$
2023-10-25,SK하이닉스,127500₩,129000₩,126100₩,127500₩,3053002₩
2023-10-25,NVIDIA,43.3886$,43.6405$,41.5460$,41.7699$,39837922$
2023-10-25,삼성전자,68800₩,68800₩,67900₩,68000₩,10610703₩
2023-10-25,AMD,100.4200$,101.0300$,95.2300$,96.0550$,53424477$
2023-10-26,SK하이닉스,122100₩,124800₩,119500₩,120000₩,5961584₩
2023-10-26,삼성전자,67000₩,67900₩,66700₩,66700₩,15517624₩
2023-10-26,NVIDIA,41.8439$,42.2464$,39.8715$,40.3172$,54100132$
2023-10-26,AMD,95.9900$,97.5200$,93.1150$,93.6700$,49896360$
2023-10-27,NVIDIA,41.1211$,41.1971$,40.0063$,40.4912$,41678441$
2023-10-27,AMD,95.8000$,97.3500$,94.5900$,96.4300$,52458653$
2023-10-27,삼성전자,67100₩,67300₩,66700₩,67300₩,11334726₩
2023-10-27,SK하이닉스,119800₩,120900₩,117500₩,119100₩,5486088₩
2023-10-30,삼성전자,66800₩,67800₩,66700₩,67300₩,10139270₩
2023-10-30,AMD,96.1400$,97.0400$,94.7000$,96.1800$,43716642$
2023-10-30,SK하이닉스,119100₩,121700₩,118700₩,119100₩,2798497₩
2023-10-30,NVIDIA,41.0781$,41.7569$,40.4722$,41.1521$,38802814$
2023-10-31,SK하이닉스,119800₩,120900₩,116300₩,116300₩,3166739₩
2023-10-31,NVIDIA,40.4412$,40.8701$,39.2215$,40.7712$,51796870$
2023-10-31,삼성전자,67600₩,68300₩,66900₩,66900₩,14488892₩
2023-10-31,AMD,96.2350$,98.8188$,94.0700$,98.5000$,79547126$
2023-11-01,NVIDIA,40.8751$,42.3718$,40.8601$,42.3158$,43759290$
2023-11-01,AMD,98.5800$,108.1500$,98.5000$,108.0400$,138641522$
2023-11-01,삼성전자,67500₩,68900₩,67300₩,68600₩,13775256₩
2023-11-01,SK하이닉스,117900₩,120300₩,117000₩,120300₩,2707225₩
2023-11-02,AMD,107.9600$,109.4050$,105.9100$,107.8300$,71376954$
2023-11-02,삼성전자,70000₩,70000₩,69400₩,69700₩,16350031₩
2023-11-02,NVIDIA,43.3186$,43.8745$,42.8847$,43.4966$,40917187$
2023-11-02,SK하이닉스,123900₩,125400₩,123100₩,125300₩,3736208₩
2023-11-03,NVIDIA,44.0104$,45.2992$,43.7135$,44.9952$,42460959$
2023-11-03,AMD,109.0500$,113.3900$,107.8600$,112.2500$,65632202$
2023-11-03,SK하이닉스,126500₩,127200₩,125000₩,125800₩,2796773₩
2023-11-03,삼성전자,69700₩,70200₩,69500₩,69600₩,10322234₩
2023-11-06,AMD,112.6000$,113.0800$,110.2200$,111.7500$,49270370$
2023-11-06,SK하이닉스,125800₩,133000₩,125800₩,133000₩,6923192₩
2023-11-06,삼성전자,69800₩,70900₩,69300₩,70900₩,22228488₩
2023-11-06,NVIDIA,45.2747$,45.9250$,44.8893$,45.7411$,40073335$
2023-11-07,AMD,111.8600$,114.6500$,111.2200$,113.4500$,50550151$
2023-11-07,SK하이닉스,132000₩,133500₩,129300₩,130400₩,4940510₩
2023-11-07,NVIDIA,45.7091$,46.2080$,45.1477$,45.9450$,34316547$
2023-11-07,삼성전자,70600₩,70900₩,70000₩,70900₩,17228732₩
2023-11-08,AMD,113.5500$,115.3166$,112.8800$,113.5900$,41880606$
2023-11-08,SK하이닉스,131600₩,132700₩,126600₩,127600₩,3328279₩
2023-11-08,NVIDIA,46.0900$,46.8568$,45.9580$,46.5639$,34671894$
2023-11-08,삼성전자,71300₩,71400₩,69700₩,69900₩,12901310₩
2023-11-09,SK하이닉스,127700₩,129800₩,126700₩,128000₩,2228081₩
2023-11-09,NVIDIA,47.4567$,48.2195$,46.7399$,46.9398$,54049597$
2023-11-09,삼성전자,69900₩,70800₩,69600₩,70300₩,12301373₩
2023-11-09,AMD,114.0950$,115.8100$,113.0600$,113.4900$,61146862$
2023-11-10,삼성전자,70000₩,70500₩,69500₩,70500₩,9684347₩
2023-11-10,AMD,114.3500$,119.7000$,114.0300$,118.5900$,75204072$
2023-11-10,SK하이닉스,127900₩,130800₩,127000₩,130500₩,2656526₩
2023-11-10,NVIDIA,47.4897$,48.4615$,47.2728$,48.3245$,42244156$
2023-11-13,AMD,118.3400$,118.6800$,116.0000$,116.7900$,46741889$
2023-11-13,삼성전자,71300₩,71300₩,70300₩,70400₩,9246919₩
2023-11-13,NVIDIA,48.3095$,49.1053$,48.0886$,48.6095$,38413570$
2023-11-13,SK하이닉스,133000₩,134100₩,131000₩,131800₩,2644761₩
2023-11-14,NVIDIA,49.6692$,49.8232$,49.0294$,49.6452$,41695387$
2023-11-14,SK하이닉스,133500₩,133500₩,130000₩,130000₩,2589591₩
2023-11-14,AMD,119.7000$,122.1100$,119.2200$,119.8800$,61017449$
2023-11-14,삼성전자,71000₩,71100₩,70600₩,70800₩,9567984₩
2023-11-15,NVIDIA,49.9242$,49.9492$,48.1895$,48.8774$,47549735$
2023-11-15,삼성전자,71600₩,72200₩,71500₩,72200₩,20148676₩
2023-11-15,SK하이닉스,133900₩,134200₩,132100₩,134100₩,3616292₩
2023-11-15,AMD,120.5400$,120.5900$,116.8701$,118.0000$,59555593$
2023-11-16,SK하이닉스,133000₩,134400₩,131200₩,132300₩,2456351₩
2023-11-16,삼성전자,72500₩,73000₩,72300₩,72800₩,15860451₩
2023-11-16,AMD,117.2000$,120.7260$,116.4100$,119.8300$,49661870$
2023-11-16,NVIDIA,48.6684$,49.5139$,48.3195$,49.4693$,33975624$
2023-11-17,NVIDIA,49.5133$,49.7062$,48.9964$,49.2873$,32589691$
2023-11-17,삼성전자,72300₩,73000₩,72300₩,72500₩,11494644₩
2023-11-17,AMD,119.6400$,121.4900$,118.8200$,120.6200$,38538695$
2023-11-17,SK하이닉스,131500₩,132000₩,129100₩,129900₩,2438499₩
2023-11-20,삼성전자,72100₩,73000₩,72100₩,72700₩,10610157₩
2023-11-20,AMD,120.7000$,121.9300$,120.0700$,121.5300$,43173925$
2023-11-20,SK하이닉스,129300₩,132000₩,129300₩,131400₩,2004403₩
2023-11-20,NVIDIA,49.3013$,50.5370$,49.1703$,50.3981$,41614260$
2023-11-21,NVIDIA,50.1151$,50.5060$,49.2113$,49.9332$,56574687$
2023-11-21,삼성전자,73100₩,73400₩,72700₩,72800₩,9712881₩
2023-11-21,SK하이닉스,132000₩,133300₩,131600₩,132000₩,2439306₩
2023-11-21,AMD,120.5400$,120.6500$,117.9400$,119.1600$,41064750$
2023-11-22,AMD,120.0000$,124.7623$,119.9516$,122.5100$,56894486$
2023-11-22,삼성전자,72200₩,73000₩,71900₩,72800₩,11105143₩
2023-11-22,SK하이닉스,129600₩,131600₩,129500₩,131300₩,2128566₩
2023-11-22,NVIDIA,49.8412$,50.3240$,47.6797$,48.7054$,90064233$
2023-11-23,삼성전자,73000₩,73200₩,72200₩,72400₩,6775614₩
2023-11-23,SK하이닉스,130600₩,131400₩,129500₩,130100₩,1839516₩
2023-11-24,AMD,122.0300$,123.2500$,121.5400$,122.3100$,19001007$
2023-11-24,NVIDIA,48.4595$,48.9104$,47.7346$,47.7656$,29464464$
2023-11-24,SK하이닉스,130600₩,131000₩,128000₩,128000₩,1925668₩
2023-11-24,삼성전자,72400₩,72600₩,71700₩,71700₩,6676685₩
2023-11-27,NVIDIA,47.7896$,48.5195$,47.6417$,48.2315$,39566190$
2023-11-27,삼성전자,71500₩,72100₩,71100₩,71300₩,9113857₩
2023-11-27,AMD,122.0700$,123.8900$,121.7720$,122.6500$,32743006$
2023-11-27,SK하이닉스,129200₩,130700₩,128400₩,130700₩,2264243₩
2023-11-28,NVIDIA,48.2255$,48.3124$,47.4627$,47.8106$,40149085$
2023-11-28,AMD,121.9800$,122.5400$,120.7900$,122.0100$,32047063$
2023-11-28,삼성전자,71400₩,72700₩,71300₩,72700₩,13283081₩
2023-11-28,SK하이닉스,132100₩,132100₩,129900₩,131400₩,2562226₩
2023-11-29,SK하이닉스,130200₩,131000₩,128900₩,130400₩,2227853₩
2023-11-29,NVIDIA,48.3685$,48.7514$,47.8496$,48.1296$,38200465$
2023-11-29,AMD,123.9800$,125.7250$,123.4800$,123.8500$,37876317$
2023-11-29,삼성전자,72400₩,72800₩,72200₩,72700₩,9283933₩
2023-11-30,AMD,123.6100$,124.0500$,119.6500$,121.1600$,44494211$
2023-11-30,NVIDIA,48.0136$,48.0996$,46.4119$,46.7599$,52624663$
2023-11-30,삼성전자,72700₩,72800₩,72200₩,72800₩,15783714₩
2023-11-30,SK하이닉스,129900₩,133900₩,129900₩,133900₩,3625365₩
2023-12-01,삼성전자,72400₩,72500₩,71700₩,72000₩,9871284₩
2023-12-01,AMD,119.8800$,121.4001$,118.6450$,121.3900$,37048002$
2023-12-01,SK하이닉스,132200₩,133000₩,130800₩,132600₩,3641222₩
2023-12-01,NVIDIA,46.5149$,47.1898$,46.1770$,46.7549$,36931701$
2023-12-04,AMD,119.7500$,119.9000$,116.3700$,118.5700$,39854418$
2023-12-04,삼성전자,72800₩,72900₩,72400₩,72600₩,10229267₩
2023-12-04,NVIDIA,46.0670$,46.0670$,45.0002$,45.5001$,43754344$
2023-12-04,SK하이닉스,133400₩,134600₩,131100₩,131100₩,2680820₩
2023-12-05,NVIDIA,45.4601$,46.5940$,45.2652$,46.5600$,37171762$
2023-12-05,AMD,117.4300$,118.4900$,116.4500$,118.3800$,39191565$
2023-12-05,삼성전자,72300₩,72400₩,71200₩,71200₩,12129682₩
2023-12-05,SK하이닉스,129700₩,130000₩,125400₩,125900₩,4375531₩
2023-12-06,AMD,120.6900$,122.8313$,116.3800$,116.8200$,60599029$
2023-12-06,삼성전자,71800₩,72100₩,71600₩,71700₩,8123087₩
2023-12-06,NVIDIA,47.2084$,47.3809$,45.4061$,45.4971$,38058955$
2023-12-06,SK하이닉스,126800₩,127500₩,125400₩,125600₩,2667583₩
2023-12-07,AMD,120.7850$,128.6800$,119.5600$,128.3700$,118579097$
2023-12-07,SK하이닉스,125600₩,127800₩,124500₩,125600₩,2478565₩
2023-12-07,삼성전자,71800₩,71900₩,71100₩,71500₩,8862017₩
2023-12-07,NVIDIA,45.6941$,46.6230$,45.5981$,46.5900$,35082255$
2023-12-08,SK하이닉스,128100₩,129100₩,127500₩,127500₩,2762531₩
2023-12-08,NVIDIA,46.5890$,47.7347$,46.5440$,47.4999$,35922370$
2023-12-08,AMD,129.5400$,131.0000$,126.8900$,128.9200$,89341014$
2023-12-08,삼성전자,72100₩,72800₩,71900₩,72600₩,10859463₩
2023-12-11,AMD,130.5600$,135.0400$,128.2500$,134.4100$,98668281$
2023-12-11,삼성전자,72800₩,73000₩,72200₩,73000₩,9861960₩
2023-12-11,SK하이닉스,128700₩,129100₩,127300₩,128900₩,3696790₩
2023-12-11,NVIDIA,47.4849$,47.5249$,45.8241$,46.6210$,50972809$
2023-12-12,SK하이닉스,130600₩,131900₩,130500₩,131000₩,3126577₩
2023-12-12,NVIDIA,46.0401$,47.6599$,46.0401$,47.6509$,37238686$
2023-12-12,삼성전자,73300₩,73500₩,73100₩,73500₩,13758646₩
2023-12-12,AMD,132.2500$,139.8900$,131.9000$,137.6100$,111677821$
2023-12-13,NVIDIA,47.6229$,48.5877$,47.6019$,48.0818$,44779186$
2023-12-13,삼성전자,73300₩,73500₩,72800₩,72800₩,13116766₩
2023-12-13,SK하이닉스,130000₩,132400₩,130000₩,131200₩,2852873₩
2023-12-13,AMD,137.9700$,139.2400$,136.0303$,138.1900$,70651603$
2023-12-14,NVIDIA,48.3838$,48.6637$,47.4159$,48.3438$,39123174$
2023-12-14,삼성전자,74100₩,74300₩,72500₩,73100₩,27567592₩
2023-12-14,AMD,138.8900$,141.8200$,135.7250$,138.0000$,76115174$
2023-12-14,SK하이닉스,133700₩,138300₩,133600₩,136700₩,8217135₩
2023-12-15,NVIDIA,48.1878$,49.3976$,48.1138$,48.8837$,47994758$
2023-12-15,SK하이닉스,137000₩,140000₩,137000₩,140000₩,5011719₩
2023-12-15,삼성전자,73800₩,74000₩,73200₩,73300₩,15419815₩
2023-12-15,AMD,139.5200$,140.8900$,137.2500$,139.1500$,70211795$
2023-12-18,NVIDIA,49.3936$,50.4265$,49.1437$,50.0705$,41258717$
2023-12-18,삼성전자,73300₩,73400₩,72800₩,72900₩,9690551₩
2023-12-18,SK하이닉스,139000₩,140800₩,138900₩,140000₩,2540812₩
2023-12-18,AMD,139.1500$,139.7900$,137.6500$,138.9000$,45199453$
2023-12-19,AMD,138.5700$,143.4700$,138.5550$,140.1500$,63739781$
2023-12-19,SK하이닉스,140000₩,140800₩,138100₩,138200₩,2309721₩
2023-12-19,삼성전자,73000₩,73400₩,72800₩,73400₩,8907632₩
2023-12-19,NVIDIA,49.4176$,49.6936$,48.8887$,49.5976$,46444446$
2023-12-20,NVIDIA,49.6486$,49.9926$,48.0918$,48.1048$,39789439$
2023-12-20,AMD,139.0000$,139.5800$,135.3700$,135.4700$,54671715$
2023-12-20,삼성전자,74200₩,74900₩,73800₩,74800₩,16870156₩
2023-12-20,SK하이닉스,139900₩,140800₩,139300₩,140500₩,3108011₩
2023-12-21,AMD,138.1400$,139.9800$,137.3800$,139.9100$,47179362$
2023-12-21,SK하이닉스,139200₩,140600₩,138100₩,140500₩,2737124₩
2023-12-21,삼성전자,74600₩,75000₩,74300₩,75000₩,13478766₩
2023-12-21,NVIDIA,48.8047$,49.0887$,48.4128$,48.9837$,30042535$
2023-12-22,SK하이닉스,142700₩,143700₩,140600₩,140600₩,3183709₩
2023-12-22,NVIDIA,49.1887$,49.3766$,48.4607$,48.8237$,25250676$
2023-12-22,AMD,140.4800$,140.7000$,138.3100$,139.6000$,35396582$
2023-12-22,삼성전자,75800₩,76300₩,75400₩,75900₩,14515608₩
2023-12-26,NVIDIA,48.9617$,49.5936$,48.9537$,49.2726$,24419952$
2023-12-26,AMD,140.0700$,143.8500$,139.9200$,143.4100$,47157430$
2023-12-26,SK하이닉스,142000₩,142000₩,139400₩,140900₩,2239789₩
2023-12-26,삼성전자,76100₩,76700₩,75700₩,76600₩,13164909₩
2023-12-27,NVIDIA,49.5046$,49.6736$,49.0787$,49.4106$,23364798$
2023-12-27,AMD,144.7200$,146.2500$,143.1800$,146.0700$,49033420$
2023-12-27,SK하이닉스,140800₩,141600₩,139200₩,140400₩,2336777₩
2023-12-27,삼성전자,76700₩,78000₩,76500₩,78000₩,20651042₩
2023-12-28,SK하이닉스,140900₩,141600₩,139500₩,141500₩,2459473₩
2023-12-28,NVIDIA,49.6366$,49.8776$,49.4056$,49.5156$,24658748$
2023-12-28,삼성전자,77700₩,78500₩,77500₩,78500₩,17797536₩
2023-12-28,AMD,146.8000$,150.4100$,145.9506$,148.7600$,63800680$
2023-12-29,NVIDIA,49.8066$,49.9906$,48.7447$,49.5156$,38929330$
2023-12-29,AMD,149.5000$,151.0500$,147.2000$,147.4100$,62079185$
2024-01-02,삼성전자,78200₩,79800₩,78200₩,79600₩,17142848₩
2024-01-02,AMD,144.2800$,144.4000$,137.4300$,138.5800$,64902029$
2024-01-02,SK하이닉스,139700₩,142800₩,139700₩,142400₩,2147458₩
2024-01-02,NVIDIA,49.2376$,49.2886$,47.5889$,48.1618$,41125422$
2024-01-03,삼성전자,78500₩,78800₩,77000₩,77000₩,21753644₩
2024-01-03,NVIDIA,47.4789$,48.1779$,47.3139$,47.5629$,32089617$
2024-01-03,SK하이닉스,140000₩,140800₩,136800₩,136800₩,3257820₩
2024-01-03,AMD,135.7100$,137.4300$,133.7413$,135.3200$,61988583$
2024-01-04,NVIDIA,47.7608$,48.4937$,47.5019$,47.9918$,30653489$
2024-01-04,AMD,134.3000$,137.7000$,134.0000$,136.0100$,58610286$
2024-01-04,삼성전자,76100₩,77300₩,76100₩,76600₩,15324439₩
2024-01-04,SK하이닉스,136800₩,138800₩,135800₩,136400₩,2661970₩
2024-01-05,AMD,136.7800$,141.0100$,136.4377$,138.5800$,69657676$
2024-01-05,삼성전자,76700₩,77100₩,76400₩,76600₩,11304316₩
2024-01-05,NVIDIA,48.4557$,49.5406$,48.2998$,49.0907$,41503927$
2024-01-05,SK하이닉스,135800₩,137500₩,135800₩,137500₩,1846781₩
2024-01-08,삼성전자,77000₩,77500₩,76400₩,76500₩,11088724₩
2024-01-08,AMD,140.3600$,147.1500$,140.1500$,146.1800$,71756913$
2024-01-08,NVIDIA,49.5056$,52.2683$,49.4726$,52.2463$,64250990$
2024-01-08,SK하이닉스,137500₩,137900₩,135400₩,136000₩,2498302₩
2024-01-09,삼성전자,77400₩,77700₩,74300₩,74700₩,26019248₩
2024-01-09,SK하이닉스,139000₩,139500₩,136600₩,137400₩,3473806₩
2024-01-09,AMD,145.9500$,149.8600$,145.0800$,149.2600$,67875666$
2024-01-09,NVIDIA,52.3942$,54.3180$,51.6833$,53.1331$,77310006$
2024-01-10,SK하이닉스,137700₩,138100₩,132100₩,133500₩,3769252₩
2024-01-10,AMD,150.0700$,150.8800$,146.6500$,148.5400$,56951243$
2024-01-10,NVIDIA,53.6091$,54.5930$,53.4821$,54.3430$,53379576$
2024-01-10,삼성전자,75000₩,75200₩,73200₩,73600₩,20259528₩
2024-01-11,AMD,148.5200$,150.3800$,143.6900$,148.0200$,62764597$
2024-01-11,SK하이닉스,132400₩,137100₩,132400₩,136000₩,3594909₩
2024-01-11,NVIDIA,54.9919$,55.3389$,53.5531$,54.8149$,59675877$
2024-01-11,삼성전자,72900₩,73600₩,72700₩,73200₩,57691264₩
2024-01-12,AMD,148.0400$,148.7500$,145.0000$,146.5600$,48293089$
2024-01-12,SK하이닉스,136400₩,137300₩,133400₩,134100₩,1878915₩
2024-01-12,NVIDIA,54.6130$,54.9629$,54.3231$,54.7029$,35299360$
2024-01-12,삼성전자,73000₩,74100₩,72800₩,73100₩,13038939₩
